designacao,cre,alf_le_resultado,alf_le_meta_2026,alf_le_crescimento_esperado,alf_mat_resultado,alf_mat_meta_2026,alf_mat_crescimento_esperado,iderio_4_resultado,iderio_4_meta_2026,iderio_4_crescimento_esperado,iderio_5_resultado,iderio_5_meta_2026,iderio_5_crescimento_esperado,indicador_rendimento_ai_resultado,indicador_rendimento_ai_meta_2026,indicador_rendimento_ai_crescimento_esperado,iderio_8_resultado,iderio_8_meta_2026,iderio_8_crescimento_esperado,iderio_9_resultado,iderio_9_meta_2026,iderio_9_crescimento_esperado,indicador_rendimento_af_resultado,indicador_rendimento_af_meta_2026,indicador_rendimento_af_crescimento_esperado
1019017,10,64.0,69.0,5.0,99.0,99.0,0.0,5.2,5.8,0.6,5.2,6.0,0.8,,,,,,,,,,0.99,0.99,0.0
1019018,10,95.0,95.0,0.0,100.0,100.0,0.0,6.1,6.2,0.1,7.8,7.5,0.0,,,,,,,,,,0.99,0.99,0.0
1019019,10,,,,,,,,,,,,,,,,4.4,4.9,0.5,4.7,5.3,0.6,,,
1019020,10,92.0,93.0,1.0,98.0,98.0,0.0,5.9,6.1,0.2,6.6,6.9,0.3,,,,,,,,,,,,
1019021,10,,,,,,,,,,,,,,,,3.6,4.4,0.8,4.1,4.9,0.8,,,
1019022,10,74.0,77.0,3.0,86.0,88.0,2.0,5.5,5.9,0.4,5.8,6.4,0.6,,,,,,,,,,,,
1019023,10,78.0,81.0,3.0,99.0,99.0,0.0,5.4,5.8,0.4,6.6,6.9,0.3,,,,,,,,,,0.99,0.99,0.0
1019024,10,45.0,52.0,7.0,78.0,81.0,3.0,5.2,5.8,0.6,5.4,6.2,0.8,,,,,,,,,,0.99,0.99,0.0
1019025,10,64.0,69.0,5.0,83.0,85.0,2.0,5.5,5.9,0.4,6.9,7.1,0.2,,,,,,,,,,0.99,0.99,0.0
1019026,10,81.0,83.0,2.0,96.0,96.0,0.0,5.2,5.8,0.6,6.0,6.6,0.6,,,,,,,,,,0.99,0.99,0.0
1019027,10,79.0,82.0,3.0,98.0,98.0,0.0,5.2,5.8,0.6,5.8,6.4,0.6,,,,,,,,,,0.99,0.99,0.0
1019030,10,64.0,69.0,5.0,88.0,90.0,2.0,5.9,6.1,0.2,6.2,6.7,0.5,,,,,,,,,,,,
1019031,10,,,,,,,,,,,,,,,,4.1,4.7,0.6,4.6,5.2,0.6,,,
1019032,10,62.0,67.0,5.0,72.0,75.0,3.0,5.4,5.9,0.5,6.8,7.1,0.3,,,,,,,,,,,,
1019033,10,85.0,87.0,2.0,100.0,100.0,0.0,5.7,6.0,0.3,7.2,7.3,0.1,,,,,,,,,,,,
1019034,10,78.0,81.0,3.0,98.0,98.0,0.0,5.5,5.9,0.4,6.4,6.8,0.4,,,,,,,,,,,,
1019035,10,,,,,,,,,,,,,,,,4.2,4.8,0.6,4.6,5.2,0.6,,,
1019036,10,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.2,5.6,0.4,,,
1019037,10,,,,,,,,,,,,,,,,4.3,4.8,0.5,4.9,5.4,0.5,,,
1019038,10,75.0,78.0,3.0,100.0,100.0,0.0,5.8,6.1,0.3,6.3,6.8,0.5,,,,,,,,,,,,
1019039,10,83.0,85.0,2.0,95.0,95.0,0.0,5.9,6.1,0.2,7.1,7.3,0.2,,,,,,,,,,0.99,0.99,0.0
1019040,10,,,,,,,,,,,,,,,,4.7,5.1,0.4,4.8,5.4,0.6,,,
1019041,10,68.0,72.0,4.0,92.0,93.0,1.0,5.3,5.8,0.5,5.5,6.2,0.7,,,,,,,,,,0.99,0.99,0.0
1019042,10,77.0,80.0,3.0,96.0,96.0,0.0,5.3,5.8,0.5,6.4,6.8,0.4,,,,,,,,,,0.99,0.99,0.0
1019043,10,91.0,92.0,1.0,100.0,100.0,0.0,5.6,6.0,0.4,7.3,7.4,0.1,,,,,,,,,,0.99,0.99,0.0
1019044,10,59.0,64.0,5.0,78.0,81.0,3.0,4.9,5.5,0.6,5.7,6.4,0.7,,,,,,,,,,,,
1019045,10,83.0,85.0,2.0,91.0,92.0,1.0,5.6,6.0,0.4,5.3,6.1,0.8,,,,,,,,,,,,
1019046,10,83.0,85.0,2.0,86.0,88.0,2.0,6.1,6.2,0.1,6.4,6.8,0.4,,,,,,,,,,0.99,0.99,0.0
1019047,10,,,,,,,,,,,,,,,,5.0,5.2,0.2,5.1,5.5,0.4,,,
1019048,10,70.0,74.0,4.0,78.0,81.0,3.0,5.1,5.7,0.6,5.6,6.3,0.7,,,,,,,,,,,,
1019049,10,63.0,68.0,5.0,87.0,89.0,2.0,5.9,6.1,0.2,7.1,7.3,0.2,,,,,,,,,,,,
1019050,10,92.0,93.0,1.0,98.0,98.0,0.0,6.2,6.2,0.0,6.9,7.2,0.3,,,,,,,,,,,,
1019051,10,78.0,81.0,3.0,82.0,84.0,2.0,5.3,5.8,0.5,6.4,6.8,0.4,,,,,,,,,,,,
1019052,10,,,,,,,,,,,,,,,,4.6,5.0,0.4,4.7,5.3,0.6,,,
1019053,10,,,,,,,,,,,,,,,,4.4,4.9,0.5,5.3,5.7,0.4,,,
1019054,10,,,,,,,,,,,,,,,,4.2,4.8,0.6,5.0,5.5,0.5,,,
1019055,10,,,,,,,,,,,,,,,,4.0,4.7,0.7,5.2,5.6,0.4,,,
1019056,10,47.0,54.0,7.0,76.0,79.0,3.0,5.2,5.8,0.6,5.5,6.2,0.7,,,,,,,,,,,,
1019057,10,75.0,78.0,3.0,80.0,82.0,2.0,5.0,5.6,0.6,6.6,7.0,0.4,,,,,,,,,,,,
1019058,10,,,,,,,,,,,,,,,,5.4,5.5,0.1,5.8,5.9,0.1,,,
1019059,10,51.0,58.0,7.0,98.0,98.0,0.0,5.2,5.8,0.6,5.8,6.4,0.6,,,,,,,,,,,,
1019060,10,,,,,,,,,,,,,,,,4.3,4.8,0.5,4.7,5.2,0.5,,,
1019062,10,,,,,,,,,,,,,,,,5.7,5.8,0.1,5.5,5.8,0.3,,,
1019064,10,59.0,64.0,5.0,99.0,99.0,0.0,5.8,6.1,0.3,6.6,6.9,0.3,,,,,,,,,,,,
1019065,10,57.0,63.0,6.0,90.0,91.0,1.0,5.5,5.9,0.4,5.8,6.4,0.6,,,,,,,,,,,,
1019072,10,92.0,93.0,1.0,100.0,100.0,0.0,5.9,6.1,0.2,6.1,6.7,0.6,,,,,,,,,,0.99,0.99,0.0
1019073,10,44.0,51.0,7.0,70.0,73.0,3.0,5.7,6.0,0.3,6.7,7.0,0.3,,,,,,,,,,,,
1019074,10,67.0,71.0,4.0,81.0,83.0,2.0,5.4,5.9,0.5,6.1,6.6,0.5,,,,,,,,,,,,
1019075,10,,,,,,,,,,,,,,,,4.5,5.0,0.5,5.2,5.6,0.4,,,
1019076,10,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.4,5.7,0.3,,,
1019078,10,65.0,70.0,5.0,98.0,98.0,0.0,5.2,5.8,0.6,5.6,6.3,0.7,,,,,,,,,,0.99,0.99,0.0
1019079,10,,,,,,,,,,,,,,,,4.1,4.7,0.6,4.4,5.0,0.6,,,
1019080,10,,,,,,,,,,,,,,,,3.7,4.5,0.8,3.9,4.7,0.8,,,
1019081,10,35.0,50.0,15.0,68.0,71.0,3.0,5.3,5.8,0.5,5.4,6.1,0.7,,,,,,,,,,0.99,0.99,0.0
1019082,10,78.0,81.0,3.0,85.0,87.0,2.0,4.8,5.4,0.6,5.9,6.5,0.6,,,,,,,,,,0.99,0.99,0.0
1019084,10,67.0,71.0,4.0,81.0,83.0,2.0,5.8,6.1,0.3,6.1,6.6,0.5,,,,,,,,,,,,
1019085,10,,,,,,,,,,,,,,,,4.1,4.8,0.7,4.6,5.2,0.6,,,
1019086,10,,,,,,,,,,,,,,,,3.8,4.6,0.8,4.6,5.2,0.6,,,
1019089,10,86.0,88.0,2.0,88.0,90.0,2.0,5.9,6.1,0.2,6.1,6.6,0.5,,,,,,,,,,,,
1019092,10,74.0,77.0,3.0,85.0,87.0,2.0,5.2,5.8,0.6,5.6,6.3,0.7,,,,,,,,,,0.99,0.99,0.0
1019201,10,,,,,,,,,,,,,,,,4.1,4.7,0.6,4.8,5.3,0.5,,,
1019202,10,47.0,54.0,7.0,63.0,67.0,4.0,6.7,6.4,0.0,6.3,6.8,0.5,,,,,,,,,,,,
1019205,10,83.0,85.0,2.0,97.0,97.0,0.0,5.8,6.1,0.3,7.0,7.2,0.2,,,,,,,,,,0.99,0.99,0.0
1019206,10,51.0,58.0,7.0,78.0,81.0,3.0,5.3,5.8,0.5,5.8,6.4,0.6,,,,,,,,,,,,
1019207,10,65.0,70.0,5.0,93.0,94.0,1.0,5.2,5.8,0.6,5.4,6.2,0.8,,,,,,,,,,0.99,0.99,0.0
1019209,10,76.0,79.0,3.0,91.0,92.0,1.0,5.6,6.0,0.4,6.1,6.6,0.5,,,,,,,,,,,,
1019210,10,75.0,78.0,3.0,89.0,90.0,1.0,5.7,6.0,0.3,6.1,6.6,0.5,,,,,,,,,,,,
1019211,10,91.0,92.0,1.0,100.0,100.0,0.0,6.3,6.2,0.0,7.4,7.5,0.1,,,,,,,,,,,,
1019501,10,50.0,57.0,7.0,41.0,60.0,19.0,5.1,5.7,0.6,5.8,6.4,0.6,,,,,,,,,,,,
1019502,10,55.0,61.0,6.0,74.0,77.0,3.0,4.7,5.3,0.6,6.2,6.7,0.5,,,,,,,,,,0.99,0.99,0.0
1019503,10,88.0,89.0,1.0,99.0,99.0,0.0,5.2,5.8,0.6,6.1,6.6,0.5,,,,,,,,,,,,
1026001,10,46.0,53.0,7.0,59.0,63.0,4.0,5.6,6.0,0.4,5.6,6.3,0.7,,,,,,,,,,,,
1026002,10,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.0,5.5,0.5,,,
1026003,10,62.0,67.0,5.0,73.0,76.0,3.0,5.1,5.7,0.6,5.7,6.4,0.7,,,,,,,,,,,,
1026004,10,80.0,82.0,2.0,77.0,80.0,3.0,5.3,5.9,0.6,6.4,6.8,0.4,,,,,,,,,,,,
1026005,10,,,,,,,,,,,,,,,,4.6,5.1,0.5,4.8,5.4,0.6,,,
1026006,10,73.0,76.0,3.0,95.0,95.0,0.0,5.4,5.9,0.5,6.1,6.7,0.6,,,,,,,,,,,,
1026007,10,,,,,,,,,,,,,,,,4.8,5.1,0.3,5.0,5.5,0.5,,,
1026008,10,,,,,,,,,,,,,,,,4.7,5.1,0.4,5.1,5.6,0.5,,,
1026009,10,51.0,58.0,7.0,53.0,60.0,7.0,5.5,6.0,0.5,6.2,6.7,0.5,,,,,,,,,,,,
1026010,10,66.0,70.0,4.0,96.0,96.0,0.0,4.9,5.5,0.6,6.5,6.9,0.4,,,,,,,,,,0.99,0.99,0.0
1026011,10,88.0,89.0,1.0,94.0,95.0,1.0,5.3,5.8,0.5,7.3,7.4,0.1,,,,,,,,,,,,
1026012,10,,,,,,,,,,,,,,,,4.6,5.0,0.4,4.9,5.4,0.5,,,
1026013,10,95.0,95.0,0.0,97.0,97.0,0.0,5.8,6.0,0.2,6.3,6.8,0.5,,,,,,,,,,,,
1026014,10,71.0,75.0,4.0,73.0,76.0,3.0,5.0,5.6,0.6,6.2,6.7,0.5,,,,,,,,,,,,
1026015,10,78.0,81.0,3.0,91.0,92.0,1.0,5.5,5.9,0.4,6.4,6.9,0.5,,,,,,,,,,,,
1026016,10,,,,,,,,,,,,,,,,4.6,5.0,0.4,5.2,5.6,0.4,,,
1026017,10,44.0,51.0,7.0,82.0,84.0,2.0,4.9,5.5,0.6,5.9,6.5,0.6,,,,,,,,,,,,
1026018,10,84.0,86.0,2.0,79.0,82.0,3.0,5.7,6.0,0.3,7.1,7.3,0.2,,,,,,,,,,,,
1026019,10,69.0,73.0,4.0,63.0,67.0,4.0,5.2,5.8,0.6,5.9,6.5,0.6,,,,,,,,,,,,
1026020,10,94.0,94.0,0.0,95.0,95.0,0.0,,,,,,,1.0,0.99,0.0,,,,,,,,,
1026021,10,,,,,,,,,,,,,,,,4.5,5.0,0.5,4.6,5.2,0.6,,,
1026024,10,,,,,,,,,,,,,,,,3.9,4.6,0.7,4.5,5.2,0.7,,,
1026025,10,61.0,66.0,5.0,72.0,75.0,3.0,5.9,6.1,0.2,6.9,7.1,0.2,,,,,,,,,,,,
1026026,10,,,,,,,,,,,,,,,,5.4,5.5,0.1,5.9,6.0,0.1,,,
1026028,10,,,,,,,,,,,,,,,,4.9,5.2,0.3,5.3,5.6,0.3,,,
1026029,10,,,,,,,,,,,,,,,,4.7,5.1,0.4,4.9,5.4,0.5,,,
1026030,10,,,,,,,,,,,,,,,,5.3,5.4,0.1,5.6,5.8,0.2,,,
1026031,10,79.0,82.0,3.0,97.0,97.0,0.0,5.6,6.0,0.4,6.6,7.0,0.4,,,,,,,,,,,,
1026201,10,48.0,55.0,7.0,63.0,67.0,4.0,5.1,5.7,0.6,5.6,6.3,0.7,,,,,,,,,,,,
1026202,10,65.0,70.0,5.0,87.0,89.0,2.0,5.1,5.7,0.6,5.7,6.3,0.6,,,,,,,,,,,,
1120001,11,,,,,,,,,,,,,,,,4.5,5.0,0.5,4.4,5.1,0.7,,,
1120002,11,85.0,87.0,2.0,74.0,77.0,3.0,5.7,6.0,0.3,6.5,6.9,0.4,,,,,,,,,,,,
1120003,11,73.0,76.0,3.0,86.0,88.0,2.0,5.6,6.0,0.4,7.1,7.3,0.2,,,,,,,,,,,,
1120004,11,,,,,,,,,,,,,,,,4.3,4.9,0.6,4.6,5.2,0.6,,,
1120005,11,,,,,,,,,,,,,,,,4.9,5.2,0.3,5.1,5.5,0.4,,,
1120006,11,91.0,92.0,1.0,97.0,97.0,0.0,6.0,6.1,0.1,6.5,6.9,0.4,,,,,,,,,,,,
1120007,11,47.0,54.0,7.0,65.0,69.0,4.0,5.5,5.9,0.4,5.8,6.5,0.7,,,,4.1,4.8,0.7,4.2,5.1,0.9,,,
1120008,11,73.0,76.0,3.0,85.0,87.0,2.0,5.7,6.0,0.3,6.5,6.9,0.4,,,,,,,,,,0.99,0.99,0.0
1120009,11,89.0,90.0,1.0,100.0,100.0,0.0,5.7,6.0,0.3,7.0,7.2,0.2,,,,,,,,,,0.99,0.99,0.0
1120010,11,80.0,82.0,2.0,84.0,86.0,2.0,6.3,6.2,0.0,6.5,6.9,0.4,,,,,,,,,,,,
1120012,11,,,,,,,,,,,,,,,,5.3,5.4,0.1,5.4,5.7,0.3,,,
1120013,11,80.0,82.0,2.0,100.0,100.0,0.0,5.7,6.0,0.3,6.1,6.7,0.6,,,,,,,,,,,,
1120014,11,77.0,80.0,3.0,75.0,78.0,3.0,5.1,5.7,0.6,5.9,6.5,0.6,,,,,,,,,,0.99,0.99,0.0
1120015,11,82.0,84.0,2.0,65.0,69.0,4.0,5.4,5.9,0.5,6.2,6.7,0.5,,,,4.2,4.8,0.6,4.3,5.0,0.7,,,
1120016,11,57.0,63.0,6.0,82.0,84.0,2.0,5.6,5.9,0.3,6.1,6.6,0.5,,,,,,,,,,,,
1120017,11,57.0,63.0,6.0,71.0,74.0,3.0,5.6,6.0,0.4,5.8,6.5,0.7,,,,,,,,,,0.99,0.99,0.0
1120018,11,74.0,77.0,3.0,96.0,96.0,0.0,5.4,5.9,0.5,7.5,7.5,0.0,,,,,,,,,,,,
1120019,11,74.0,77.0,3.0,82.0,84.0,2.0,,,,6.1,6.6,0.5,,,,4.8,5.1,0.3,5.4,5.7,0.3,,,
1120020,11,,,,,,,,,,,,,,,,4.4,5.1,0.7,4.6,5.5,0.9,,,
1120021,11,,,,,,,,,,,,,,,,4.5,4.9,0.4,4.8,5.3,0.5,,,
1120022,11,64.0,69.0,5.0,71.0,74.0,3.0,5.9,6.1,0.2,6.6,6.9,0.3,,,,,,,,,,,,
1120024,11,73.0,76.0,3.0,81.0,83.0,2.0,5.6,6.0,0.4,6.2,6.8,0.6,,,,,,,,,,,,
1120025,11,83.0,85.0,2.0,85.0,87.0,2.0,6.4,6.2,0.0,6.9,7.2,0.3,,,,,,,,,,,,
1120028,11,78.0,81.0,3.0,94.0,95.0,1.0,6.8,6.5,0.0,6.6,7.0,0.4,,,,,,,,,,0.99,0.99,0.0
1120029,11,,,,,,,,,,,,,,,,4.6,5.0,0.4,4.9,5.4,0.5,,,
1120030,11,88.0,89.0,1.0,84.0,86.0,2.0,5.5,5.9,0.4,6.4,6.9,0.5,,,,4.4,5.0,0.6,5.2,5.7,0.5,,,
1120031,11,,,,,,,,,,5.7,6.4,0.7,,,,4.8,5.2,0.4,5.3,5.7,0.4,,,
1120032,11,,,,,,,,,,,,,,,,5.4,5.5,0.1,5.5,5.8,0.3,,,
1120201,11,69.0,73.0,4.0,76.0,79.0,3.0,4.8,5.4,0.6,6.0,6.6,0.6,,,,,,,,,,0.99,0.99,0.0
1120501,11,,,,,,,,,,,,,,,,4.9,5.3,0.4,5.0,5.7,0.7,,,
1120502,11,72.0,76.0,4.0,88.0,90.0,2.0,5.0,5.6,0.6,5.7,6.4,0.7,,,,,,,,,,0.97,0.97,0.0
1120503,11,89.0,90.0,1.0,95.0,95.0,0.0,5.9,6.1,0.2,5.6,6.3,0.7,,,,,,,,,,0.99,0.99,0.0
